153683	-130	-130.0	-2.815498e-08	21.1069031	-999	-999	-999	-6.462334375	0
153684	-140	-140.0	-3.17722e-08	21.0829773	-999	-999	-999	-5.82946625	0
153685	-150	-150.0	-3.408e-08	21.1195526	-999	-999	-999	-5.332268125	0
153686	-155	-155.0	-3.566315e-08	21.0547123	-999	-999	-999	-4.9411475	0
153687	-160	-160.0	-3.713506e-08	21.0675583	-999	-999	-999	-4.57315875	0
153688	-165	-165.0	-3.953414e-08	21.0322227	-999	-999	-999	-4.275111875	0
153689	-170	-170.0	-4.166459e-08	21.069582	-999	-999	-999	-3.9875775	0
153690	-175	-175.0	-4.564584e-08	21.0609188	-999	-999	-999	-3.735526875	0
153691	-180	-180.0	-5.945241e-08	21.0638466	-999	-999	-999	-3.492708125	0
153692	-185	-185.0	-1.54623e-07	21.0123234	-999	-999	-999	-3.350960625	0
