153953-153954	-420	-420.0	-4.122882e-06	-15.8370972	-999	-999	-999	-33.668345	0
153955-153956	-430	-430.0	-4.332192e-06	-16.0930634	-999	-999	-999	-33.6024425	0
153957-153958	-440	-440.0	-4.652652e-06	-16.2208557	-999	-999	-999	-33.621889375	0
153959-153960	-450	-450.0	-5.039578e-06	-16.3887024	-999	-999	-999	-33.75803125	0
153961-153962	-460	-460.0	-5.468551e-06	-16.5592194	-999	-999	-999	-33.910989375	0
153963-153964	-470	-470.0	-5.954601e-06	-16.6999817	-999	-999	-999	-34.008103125	0
153965-153966	-475	-475.0	-6.176869e-06	-16.852951	-999	-999	-999	-34.2181225	0
153967-153968	-480	-480.0	-6.422475e-06	-16.9929504	-999	-999	-999	-34.370935	0
153969-153970	-485	-485.0	-6.706194e-06	-17.1398163	-999	-999	-999	-34.474073125	0
153971-153972	-490	-490.0	-7.017257e-06	-17.2317505	-999	-999	-999	-34.573538125	0
153973-153974	-495	-495.0	-7.35695e-06	-17.3698425	-999	-999	-999	-34.5329325	0
153975-153976	-500	-500.0	-7.730889e-06	-17.4476624	-999	-999	-999	-34.624755	0
153977-153978	-505	-505.0	-8.132723e-06	-17.5201416	-999	-999	-999	-34.65908	0
153979-153980	-510	-510.0	-8.57834e-06	-17.6261902	-999	-999	-999	-34.7182775	0
153981-153982	-515	-515.0	-9.070982e-06	-17.7230835	-999	-999	-999	-34.700925625	0
153983-153984	-520	-520.0	-9.617683e-06	-17.7886963	-999	-999	-999	-34.7533825	0
153985-153986	-525	-525.0	-1.023613e-05	-17.8516388	-999	-999	-999	-34.74762	0
153987-153988	-530	-530.0	-1.093074e-05	-17.8436279	-999	-999	-999	-34.656129375	0
153989-153990	-535	-535.0	-1.179412e-05	-17.7742004	-999	-999	-999	-34.3947125	0
153991-153992	-540	-540.0	-1.290362e-05	-17.5113678	-999	-999	-999	-34.01916875	0
