154144-154145	-450	-450.0	-9.964901e-06	-14.5935059	-999	-999	-999	-24.9502575	0
154146-154147	-460	-460.0	-1.247058e-05	-14.6324158	-999	-999	-999	-25.121149375	0
154148-154149	-470	-470.0	-1.628046e-05	-14.6888733	-999	-999	-999	-25.23434625	0
154150-154151	-480	-480.0	-1.889505e-05	-14.7109985	-999	-999	-999	-25.341733125	0
154152-154153	-490	-490.0	-2.196424e-05	-14.7666931	-999	-999	-999	-26.44517625	0
154154-154155	-500	-500.0	-2.650469e-05	-14.8097992	-999	-999	-999	-26.557418125	0
154156-154157	-505	-505.0	-2.732731e-05	-14.7689819	-999	-999	-999	-26.5932275	0
154158-154159	-510	-510.0	-2.926863e-05	-14.7636414	-999	-999	-999	-26.607465	0
154160-154161	-515	-515.0	-3.181856e-05	-14.7964478	-999	-999	-999	-26.660975	0
154163-154164	-520	-520.0	-1.980394e-05	-14.8323059	-999	-999	-999	-26.666271875	0
154165-154166	-525	-525.0	-2.759453e-05	-14.8597717	-999	-999	-999	-26.678228125	0
154167-154168	-530	-530.0	-3.532094e-05	-14.7956848	-999	-999	-999	-26.692378125	0
154169-154170	-535	-535.0	-4.173624e-05	-14.7644043	-999	-999	-999	-26.666289375	0
154171-154172	-540	-540.0	-4.614073e-05	-14.7727966	-999	-999	-999	-26.65592875	0
154173-154174	-545	-545.0	-4.914816e-05	-14.7121429	-999	-999	-999	-26.67135375	0
