154176-154177	-460	-460.0	-3.251489e-06	-18.4776306	-999	-999	-999	-31.790181875	0
154178-154179	-470	-470.0	-3.344434e-06	-18.8426971	-999	-999	-999	-31.071555625	0
154180-154181	-480	-480.0	-3.512119e-06	-18.9910889	-999	-999	-999	-30.65157	0
154182-154183	-490	-490.0	-3.689069e-06	-19.190979	-999	-999	-999	-30.57191875	0
154184-154185	-500	-500.0	-3.934728e-06	-19.2447662	-999	-999	-999	-30.47460125	0
154186-154187	-510	-510.0	-4.240712e-06	-19.2813873	-999	-999	-999	-30.321625625	0
154188-154189	-520	-520.0	-4.656016e-06	-19.1452026	-999	-999	-999	-30.047683125	0
154190-154191	-530	-530.0	-5.12449e-06	-19.0292358	-999	-999	-999	-29.77319875	0
154192-154193	-540	-540.0	-5.722894e-06	-18.7545776	-999	-999	-999	-29.241390625	0
154194-154195	-550	-550.0	-6.309845e-06	-18.6767578	-999	-999	-999	-28.99757625	0
154196-154197	-560	-560.0	-7.005391e-06	-18.6248779	-999	-999	-999	-28.81540375	0
154198-154199	-570	-570.0	-7.727379e-06	-18.6588287	-999	-999	-999	-30.069214375	0
154200-154201	-580	-580.0	-8.631902e-06	-18.611145	-999	-999	-999	-30.101129375	0
154202-154203	-585	-585.0	-9.086033e-06	-18.7187195	-999	-999	-999	-30.13199125	0
154204-154205	-590	-590.0	-9.613415e-06	-18.6901093	-999	-999	-999	-30.178184375	0
154206-154207	-595	-595.0	-1.019179e-05	-18.7450409	-999	-999	-999	-30.23269625	0
154208-154209	-600	-600.0	-1.080743e-05	-18.7496185	-999	-999	-999	-30.29468125	0
154210-154211	-605	-605.0	-1.150583e-05	-18.7049866	-999	-999	-999	-30.310485	0
154212-154213	-610	-610.0	-1.220447e-05	-18.7725067	-999	-999	-999	-30.446661875	0
154214-154215	-615	-615.0	-1.297865e-05	-18.8144684	-999	-999	-999	-30.496970625	0
154216-154217	-620	-620.0	-1.382367e-05	-18.8674927	-999	-999	-999	-30.544211875	0
154218-154219	-625	-625.0	-1.474608e-05	-18.8713074	-999	-999	-999	-30.6126175	0
154220-154221	-630	-630.0	-1.580552e-05	-18.9163208	-999	-999	-999	-30.678415625	0
154222-154223	-635	-635.0	-1.695636e-05	-18.9670563	-999	-999	-999	-30.680348125	0
