153899-153901	-450	-450.0	-6.479116e-06	-18.5840607	-999	-999	-999	-33.3074225	0
153902-153904	-460	-460.0	-7.086756e-06	-18.6264038	-999	-999	-999	-33.34827875	0
153905-153907	-470	-470.0	-7.785105e-06	-18.6710358	-999	-999	-999	-33.427074375	0
153908-153910	-480	-480.0	-8.596405e-06	-18.7782288	-999	-999	-999	-35.42827125	0
153911-153913	-485	-485.0	-9.030788e-06	-18.8529968	-999	-999	-999	-35.6784125	0
153914-153916	-490	-490.0	-9.517988e-06	-18.8568115	-999	-999	-999	-35.901115	0
153917-153919	-495	-495.0	-1.00739e-05	-18.9788818	-999	-999	-999	-36.122578125	0
153920-153922	-500	-500.0	-1.069637e-05	-18.963623	-999	-999	-999	-36.331764375	0
153923-153925	-505	-505.0	-1.142215e-05	-19.0246582	-999	-999	-999	-36.36962875	0
153926-153928	-510	-510.0	-1.22378e-05	-19.0559387	-999	-999	-999	-36.55910625	0
153929-153931	-515	-515.0	-1.317532e-05	-19.0414429	-999	-999	-999	-36.74530125	0
153932-153934	-520	-520.0	-1.419189e-05	-19.1112518	-999	-999	-999	-36.893608125	0
153935-153937	-525	-525.0	-1.537071e-05	-19.1192627	-999	-999	-999	-37.04021	0
153938-153940	-530	-530.0	-1.668367e-05	-19.1116333	-999	-999	-999	-37.134908125	0
153941-153943	-535	-535.0	-1.804485e-05	-19.0917969	-999	-999	-999	-37.0897275	0
153944-153946	-540	-540.0	-1.947033e-05	-19.1287994	-999	-999	-999	-37.17946625	0
153947-153949	-545	-545.0	-2.119432e-05	-19.0849304	-999	-999	-999	-37.22563625	0
153950-153952	-550	-550.0	-2.296037e-05	-19.0822601	-999	-999	-999	-37.23001375	0
#153951	-550	-550.0	-2.257191e-05	-19.0647125	-999	-999	-999	-37.15381375	0
