154107-154108	-450	-450.0	-7.297398e-06	-17.7974701	-999	-999	-999	-32.81975875	0
154109-154110	-460	-460.0	-7.811509e-06	-17.9294586	-999	-999	-999	-31.80196875	0
154111-154112	-470	-470.0	-8.479989e-06	-18.0072784	-999	-999	-999	-31.071334375	0
154113-154114	-480	-480.0	-9.322919e-06	-18.0210114	-999	-999	-999	-30.5353175	0
154115-154116	-490	-490.0	-1.060243e-05	-18.0271149	-999	-999	-999	-30.171595625	0
154117-154118	-500	-500.0	-1.219993e-05	-18.0622101	-999	-999	-999	-29.879695625	0
154119-154120	-505	-505.0	-1.43562e-05	-18.0828094	-999	-999	-999	-29.657418125	0
154121-154122	-510	-510.0	-2.092214e-05	-18.1175232	-999	-999	-999	-29.4617825	0
154123-154124	-515	-515.0	-2.569795e-05	-18.0900574	-999	-999	-999	-29.3308325	0
154125-154126	-520	-520.0	-2.979307e-05	-18.1442261	-999	-999	-999	-29.2344175	0
154127-154128	-525	-525.0	-2.953176e-05	-18.1674957	-999	-999	-999	-29.149038125	0
154129-154130	-530	-530.0	-3.137191e-05	-18.157196	-999	-999	-999	-29.05759375	0
154131-154132	-535	-535.0	-3.366511e-05	-18.1922913	-999	-999	-999	-28.966289375	0
154133-154134	-540	-540.0	-3.610618e-05	-18.144989	-999	-999	-999	-28.861935	0
154135-154136	-545	-545.0	-3.662075e-05	-18.1556702	-999	-999	-999	-28.782830625	0
154137-154138	-550	-550.0	-3.809489e-05	-18.170166	-999	-999	-999	-28.7378125	0
154139-154140	-555	-555.0	-3.842715e-05	-18.2319641	-999	-999	-999	-28.684209375	0
154141-154142	-560	-560.0	-3.953724e-05	-18.2430267	-999	-999	-999	-28.643743125	0
154142	-560	-560.0	-3.488616e-05	-18.208313	-999	-999	-999	-28.631485	0
